text,named_ents
"how many days in the past month would you think you had had the equivalent of 2 pints of beer, 4 glasses of wine or 4 pub measures of spirit?","[('the past month', 17, 31, 'DATE'), ('2 pints', 78, 85, 'QUANTITY'), ('4', 95, 96, 'CARDINAL'), ('4', 116, 117, 'CARDINAL')]"
i have no one to share my feelings with,[]
do you feel sick or have indigestion?,[]
how difficult at the moment do you find it to afford these items: things you need for the toddler,[]
there are times when a child's continuous whining can make a parent want to hit him/her,[]
do you experience long periods of sadness?,[]
how would you rate her on these characteristics? understanding,[]
do you get troubled by dizziness or shortness of breath?,[]
who does these various household tasks? looking after children,[]
do you ever have the feeling you are going to pieces?,[]
i'm worried that my partner might leave me,[]
how many evenings a month do you go out and do things on your own or with your own friends?,[]
"how would you rate her on these characteristics? quick-tempered, easily upset",[]
since the baby was 8 months old: your partner became pregnant,"[('8 months old', 19, 31, 'DATE')]"
do you lose the ability to feel sympathy for others?,[]
"compared with other parents of your age, would you consider yourself to be:",[]
how difficult at the moment do you find it to afford these items: food,[]
since the baby was 8 months old: your partner lost her job,"[('8 months old', 19, 31, 'DATE')]"
there is always someone with whom i can share my happiness and excitement about my child,[]
is there anything else which is not on the list which has concerned you or required additional effort from you to cope in the last year?,"[('the last year', 122, 135, 'DATE')]"
"during the last month, how many times did you get together with one or more friends?","[('the last month', 7, 21, 'DATE')]"
"how would you rate her on these characteristics? sociable, outgoing",[]
who does these various household tasks? cooking,[]
how many hours sleep do you get altogether now? during an average night,"[('an average night', 55, 71, 'TIME')]"
"your present job or last main job. actual job, occupation, trade or profession",[]
since the baby was 8 months old: your partner was ill,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you argued with your partner,"[('8 months old', 19, 31, 'DATE')]"
"if you have to make an important decision, how many people (including your partner) are there with  whom you can discuss it?",[]
how much alcohol do you drink?,[]
do you have excessive sweating or fluttering of the heart,[]
if i feel tired i can rely on my partner to take over,[]
since the baby was 8 months old: you were convicted of an offence,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you and your partner separated,"[('8 months old', 19, 31, 'DATE')]"
do you feel upset for no obvious reason?,[]
do you wake unusually early in the morning even when you haven't been woken by the baby?,[]
do you have bad dreams which upset you when you wake up?,[]
do you find that you have little or no appetite?,[]
"how would you rate her on these characteristics? dominating, assertive",[]
since the baby was 8 months old: a friend or relative died,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you attempted suicide,"[('8 months old', 19, 31, 'DATE')]"
do you regret much of your past behaviour?,[]
since the baby was 8 months old: you returned to work,"[('8 months old', 19, 31, 'DATE')]"
can you go to sleep alright?,[]
how would you assess your partner's physical health,[]
i feel desperate when my child goes on complaining and being difficult,[]
having a young child is absolutely exhausting,[]
who decides: how to spend free time,[]
who decides: how we should spend our money,[]
toddlers are fun,[]
how many cigarettes per day do you currently smoke?,[]
i really love my toddler,[]
"excluding your partner and children, how many of your relatives and your partner's relatives do you see at least twice a year?",[]
if i was in financial difficulty i know my friends would help if they could,[]
"in the past month, how often have the following occurred: in the past month: other problem (please describe)","[('the past month', 3, 17, 'DATE'), ('the past month', 61, 75, 'DATE')]"
how many of your family and friends would help you in times of trouble?,[]
how many people are there (including your partner) that you can talk about personal problems?,[]
"about how many friends do you have, (people you know more than just casually)?",[]
since the baby was 8 months old: you were emotionally cruel to your children,"[('8 months old', 19, 31, 'DATE')]"
how many arguments or disagreements have you and your partner had in the past three months?,"[('the past three months', 69, 90, 'DATE')]"
my toddler never gets on my nerves,[]
who decides: how much to see family or friends,[]
how many hours sleep do you get altogether now? during an average day,"[('an average day', 55, 69, 'DATE')]"
since the baby was 8 months old: you lost your job,"[('8 months old', 19, 31, 'DATE')]"
"overall, would you say you belong to a close circle of friends - a group of people who keep in close  touch with each other - or not?",[]
since the baby was 8 months old: you started a new job,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you moved house,"[('8 months old', 19, 31, 'DATE')]"
i don't mind the mess that surrounds a toddler,[]
how difficult at the moment do you find it to afford these items: heating,[]
parents can feel exasperated when they want to calm the child down and nothing works,[]
since the baby was 8 months old: a pet died,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you found that your partner didn't want your child,"[('8 months old', 19, 31, 'DATE')]"
